,graph name,number of edges,number of vertices,network density,sim_response_agg,sim_min_engr,sim_min_engr_prob,quantum_response_agg,quantum_min_engr,quantum_min_engr_prob
0,erdosp0.1_v16_i9.graph,15,15,0.14285714285714285,"   0  1 10 12 13 14 15  2  3  4  5  6  7  8  9 energy num_oc.
0 +1 +1 -1 -1 +1 -1 -1 -1 +1 +1 -1 +1 +1 -1 +1  -15.0     478
2 -1 -1 +1 +1 -1 +1 +1 +1 -1 -1 +1 -1 -1 +1 -1  -15.0     464
1 +1 +1 -1 +1 -1 -1 -1 -1 +1 -1 +1 +1 +1 +1 +1  -13.0       6
3 +1 +1 -1 -1 -1 -1 -1 -1 +1 +1 +1 +1 +1 +1 +1  -13.0       8
4 -1 -1 +1 +1 +1 +1 +1 +1 -1 -1 -1 -1 -1 -1 -1  -13.0       8
5 +1 +1 -1 +1 -1 +1 -1 -1 -1 -1 +1 -1 +1 +1 +1  -13.0       7
6 -1 -1 +1 -1 +1 -1 +1 +1 +1 +1 -1 +1 -1 -1 -1  -13.0      10
7 +1 +1 -1 +1 -1 -1 -1 -1 +1 +1 +1 +1 +1 +1 +1  -13.0       7
8 -1 -1 +1 -1 +1 +1 +1 +1 -1 +1 -1 -1 -1 -1 -1  -13.0       5
9 -1 -1 +1 -1 +1 +1 +1 +1 -1 -1 -1 -1 -1 -1 -1  -13.0       7
['SPIN', 10 rows, 1000 samples, 15 variables]",-15.0,0.942,"   0  1 10 12 13 14 15  2  3  4  5  6  7  8  9 energy num_oc. chain_.
0 +1 +1 -1 -1 +1 -1 -1 -1 +1 +1 -1 +1 +1 -1 +1  -15.0     349     0.0
1 -1 -1 +1 +1 -1 +1 +1 +1 -1 -1 +1 -1 -1 +1 -1  -15.0     645     0.0
2 -1 -1 +1 +1 -1 +1 +1 +1 -1 -1 +1 -1 -1 +1 +1  -13.0       1     0.0
3 -1 -1 +1 +1 -1 +1 +1 +1 -1 -1 +1 +1 -1 +1 -1  -13.0       1     0.0
4 -1 -1 +1 -1 +1 +1 +1 +1 -1 -1 -1 -1 -1 -1 -1  -13.0       1     0.0
5 +1 +1 -1 +1 -1 -1 -1 -1 +1 +1 +1 +1 +1 +1 +1  -13.0       1     0.0
6 +1 +1 -1 -1 +1 -1 -1 -1 +1 +1 -1 +1 +1 -1 -1  -13.0       1     0.0
7 -1 -1 +1 +1 -1 +1 +1 +1 -1 +1 +1 -1 -1 +1 -1  -11.0       1     0.0
['SPIN', 8 rows, 1000 samples, 15 variables]",-15.0,0.994
1,erdosp0.1_v20_i9.graph,20,17,0.14705882352941177,"    0  1 10 11 12 13 14 15 16 18  2  3  4  5  7  8  9 energy num_oc.
0  +1 -1 +1 +1 -1 -1 +1 -1 +1 +1 +1 -1 +1 +1 +1 -1 -1  -16.0      66
1  -1 +1 -1 -1 +1 +1 -1 +1 -1 -1 -1 +1 -1 +1 -1 +1 +1  -16.0      66
2  -1 +1 -1 -1 -1 -1 -1 +1 -1 -1 -1 +1 -1 +1 +1 +1 +1  -16.0      69
3  -1 +1 -1 -1 -1 -1 -1 +1 -1 +1 -1 +1 -1 +1 +1 +1 +1  -16.0      83
4  +1 -1 +1 +1 +1 +1 +1 -1 +1 -1 +1 -1 +1 -1 -1 -1 -1  -16.0      61
5  +1 -1 +1 +1 +1 -1 +1 -1 +1 +1 +1 -1 +1 -1 +1 -1 -1  -16.0      66
6  +1 -1 +1 +1 -1 -1 +1 -1 +1 +1 +1 -1 +1 -1 +1 -1 -1  -16.0      55
7  +1 -1 +1 +1 +1 +1 +1 -1 +1 +1 +1 -1 +1 -1 -1 -1 -1  -16.0      62
8  -1 +1 -1 -1 -1 +1 -1 +1 -1 -1 -1 +1 -1 +1 +1 +1 +1  -16.0      76
9  -1 +1 -1 -1 +1 +1 -1 -1 -1 -1 +1 +1 -1 -1 -1 +1 +1  -16.0      83
10 +1 -1 +1 +1 +1 -1 +1 -1 +1 +1 +1 -1 +1 -1 -1 -1 -1  -16.0      63
11 -1 +1 -1 -1 -1 +1 -1 +1 -1 -1 -1 +1 -1 +1 -1 +1 +1  -16.0      68
12 -1 +1 -1 -1 +1 +1 -1 +1 -1 -1 -1 +1 -1 -1 -1 +1 +1  -16.0      62
13 +1 -1 +1 +1 -1 -1 +1 +1 +1 +1 -1 -1 +1 +1 +1 -1 -1  -16.0      81
14 -1 +1 -1 +1 -1 -1 +1 +1 +1 -1 -1 -1 -1 +1 +1 -1 +1  -14.0       1
15 -1 -1 +1 +1 +1 +1 -1 -1 -1 -1 +1 +1 -1 -1 -1 +1 +1  -14.0       3
16 +1 -1 +1 +1 +1 +1 -1 -1 -1 +1 +1 +1 +1 -1 -1 +1 -1  -14.0       1
17 -1 +1 -1 +1 +1 +1 +1 +1 +1 -1 -1 -1 -1 -1 -1 -1 +1  -14.0       1
18 +1 -1 +1 -1 +1 +1 -1 -1 -1 -1 +1 +1 -1 -1 -1 +1 -1  -14.0       1
19 +1 -1 +1 +1 +1 +1 -1 -1 -1 -1 +1 +1 +1 -1 -1 -1 -1  -14.0       1
20 +1 -1 +1 +1 +1 -1 -1 -1 -1 +1 +1 +1 -1 -1 +1 +1 -1  -14.0       2
21 +1 -1 +1 -1 -1 -1 -1 -1 -1 +1 +1 +1 +1 +1 +1 +1 -1  -14.0       1
22 +1 -1 +1 -1 +1 +1 -1 -1 -1 +1 +1 +1 +1 -1 -1 +1 -1  -14.0       1
23 -1 +1 -1 -1 +1 +1 +1 +1 +1 -1 -1 -1 -1 -1 -1 +1 +1  -14.0       2
24 -1 +1 -1 +1 +1 +1 +1 +1 +1 -1 -1 -1 -1 +1 -1 -1 +1  -14.0       1
25 -1 +1 -1 -1 -1 +1 +1 +1 +1 -1 -1 -1 -1 +1 -1 -1 +1  -14.0       1
26 +1 -1 +1 -1 +1 -1 -1 -1 -1 +1 +1 +1 -1 -1 +1 +1 -1  -14.0       2
27 +1 -1 +1 +1 +1 -1 -1 -1 -1 +1 +1 +1 +1 -1 -1 +1 -1  -14.0       2
28 +1 -1 +1 +1 -1 -1 -1 -1 -1 +1 +1 +1 +1 -1 +1 -1 -1  -14.0       1
29 +1 -1 +1 +1 -1 -1 -1 -1 -1 +1 +1 +1 -1 -1 +1 +1 -1  -14.0       1
30 -1 +1 -1 +1 +1 +1 +1 +1 +1 -1 -1 -1 +1 -1 -1 -1 +1  -14.0       1
31 +1 -1 +1 +1 +1 -1 -1 -1 -1 +1 +1 +1 -1 -1 -1 +1 -1  -14.0       1
32 -1 +1 -1 +1 -1 -1 +1 +1 +1 +1 -1 -1 +1 +1 +1 -1 +1  -14.0       2
33 +1 -1 +1 -1 +1 +1 -1 -1 -1 +1 +1 +1 +1 -1 -1 -1 -1  -14.0       2
34 -1 +1 -1 +1 -1 +1 +1 +1 +1 -1 -1 -1 -1 +1 +1 +1 +1  -14.0       2
35 +1 -1 +1 -1 +1 +1 -1 -1 -1 -1 +1 +1 +1 -1 -1 -1 -1  -14.0       1
36 -1 +1 -1 +1 -1 -1 +1 +1 +1 +1 -1 -1 +1 +1 +1 -1 -1  -14.0       1
37 +1 -1 +1 -1 -1 -1 -1 -1 -1 +1 +1 +1 -1 +1 +1 +1 -1  -14.0       1
38 -1 +1 -1 -1 -1 -1 +1 +1 +1 +1 -1 -1 +1 +1 +1 -1 +1  -14.0       1
39 +1 -1 +1 -1 +1 -1 -1 -1 -1 +1 +1 +1 +1 -1 -1 +1 -1  -14.0       1
40 +1 -1 +1 +1 +1 +1 -1 -1 -1 -1 +1 +1 +1 -1 -1 +1 -1  -14.0       1
41 -1 +1 -1 -1 -1 +1 +1 +1 +1 -1 -1 -1 -1 +1 +1 -1 +1  -14.0       1
42 +1 +1 -1 -1 -1 -1 +1 +1 +1 +1 -1 -1 +1 +1 +1 -1 -1  -14.0       1
43 -1 +1 -1 +1 -1 -1 +1 +1 +1 -1 -1 -1 -1 +1 +1 +1 +1  -14.0       1
['SPIN', 44 rows, 1000 samples, 17 variables]",-16.0,0.961,"    0  1 10 11 12 13 14 15 16 18  2  3  4  5  7  8  9 energy num_oc. ...
0  +1 -1 +1 +1 +1 +1 +1 -1 +1 +1 +1 -1 +1 -1 -1 -1 -1  -16.0     246 ...
1  -1 +1 -1 -1 +1 +1 -1 -1 -1 -1 +1 +1 -1 -1 -1 +1 +1  -16.0      19 ...
2  +1 -1 +1 +1 +1 -1 +1 -1 +1 +1 +1 -1 +1 -1 +1 -1 -1  -16.0     156 ...
3  -1 +1 -1 -1 -1 +1 -1 +1 -1 -1 -1 +1 -1 +1 +1 +1 +1  -16.0       7 ...
4  +1 -1 +1 +1 -1 -1 +1 -1 +1 +1 +1 -1 +1 +1 +1 -1 -1  -16.0      89 ...
5  -1 +1 -1 -1 -1 -1 -1 +1 -1 -1 -1 +1 -1 +1 +1 +1 +1  -16.0       8 ...
6  -1 +1 -1 -1 +1 +1 -1 +1 -1 -1 -1 +1 -1 -1 -1 +1 +1  -16.0      20 ...
7  +1 -1 +1 +1 +1 +1 +1 -1 +1 -1 +1 -1 +1 -1 -1 -1 -1  -16.0     121 ...
8  +1 -1 +1 +1 -1 -1 +1 +1 +1 +1 -1 -1 +1 +1 +1 -1 -1  -16.0      24 ...
9  +1 -1 +1 +1 +1 -1 +1 -1 +1 +1 +1 -1 +1 -1 -1 -1 -1  -16.0     172 ...
10 -1 +1 -1 -1 +1 +1 -1 +1 -1 -1 -1 +1 -1 +1 -1 +1 +1  -16.0      12 ...
11 +1 -1 +1 +1 -1 -1 +1 -1 +1 +1 +1 -1 +1 -1 +1 -1 -1  -16.0      96 ...
12 -1 +1 -1 -1 -1 -1 -1 +1 -1 +1 -1 +1 -1 +1 +1 +1 +1  -16.0       5 ...
13 -1 +1 -1 -1 -1 +1 -1 +1 -1 -1 -1 +1 -1 +1 -1 +1 +1  -16.0      15 ...
14 +1 -1 +1 -1 -1 -1 -1 -1 -1 +1 +1 +1 +1 -1 +1 +1 -1  -14.0       1 ...
15 +1 -1 +1 +1 +1 -1 -1 -1 +1 +1 +1 -1 +1 -1 +1 -1 -1  -14.0       1 ...
16 -1 +1 -1 -1 +1 +1 +1 -1 -1 -1 +1 +1 +1 -1 -1 -1 +1  -14.0       1 ...
17 +1 -1 +1 +1 +1 -1 -1 -1 -1 +1 +1 +1 +1 -1 +1 -1 -1  -14.0       1 ...
18 -1 +1 -1 -1 +1 +1 +1 +1 +1 -1 -1 -1 -1 -1 -1 +1 +1  -14.0       1 ...
19 +1 -1 +1 +1 +1 -1 +1 +1 +1 +1 +1 -1 +1 -1 -1 -1 -1  -14.0       1 ...
20 +1 -1 +1 +1 +1 -1 -1 -1 +1 +1 +1 -1 +1 -1 -1 +1 -1  -14.0       1 ...
21 +1 -1 +1 +1 +1 -1 -1 -1 -1 +1 +1 +1 -1 -1 -1 +1 -1  -14.0       1 ...
22 +1 -1 +1 +1 +1 +1 -1 -1 -1 +1 +1 +1 +1 -1 -1 +1 -1  -14.0       1 ...
23 +1 -1 +1 +1 +1 +1 +1 -1 +1 +1 +1 -1 +1 +1 -1 -1 -1  -12.0       1 ...
['SPIN', 24 rows, 1000 samples, 17 variables]",-16.0,0.99
2,random_weights_v8_i0.graph,28,8,1.0,"   0  1  2  3  4  5  6  7    energy num_oc.
0 -1 +1 -1 -1 +1 +1 -1 +1 -5.217049     487
1 +1 -1 +1 +1 -1 -1 +1 -1 -5.217049     504
4 -1 +1 +1 -1 +1 -1 +1 -1 -4.288275       2
5 +1 -1 -1 +1 -1 +1 -1 +1 -4.288275       4
2 +1 +1 -1 -1 -1 -1 +1 +1 -3.744553       1
3 -1 -1 +1 +1 +1 +1 -1 -1 -3.744553       2
['SPIN', 6 rows, 1000 samples, 8 variables]",-5.217049351395618,0.991,"    0  1  2  3  4  5  6  7    energy num_oc. chain_.
0  -1 +1 -1 -1 +1 +1 -1 +1 -5.217049     157     0.0
1  +1 -1 +1 +1 -1 -1 +1 -1 -5.217049     319     0.0
2  +1 -1 -1 +1 -1 +1 -1 +1 -4.288275      45     0.0
3  -1 +1 +1 -1 +1 -1 +1 -1 -4.288275      40     0.0
4  +1 +1 -1 +1 -1 -1 +1 -1 -4.077718       9     0.0
5  -1 -1 +1 -1 +1 +1 -1 +1 -4.077718      33     0.0
6  +1 -1 +1 -1 -1 -1 +1 +1 -4.056161      30     0.0
7  -1 +1 -1 +1 +1 +1 -1 -1 -4.056161      32     0.0
8  +1 -1 +1 -1 -1 -1 +1 -1 -3.893832      24     0.0
9  -1 +1 -1 +1 +1 +1 -1 +1 -3.893832      19     0.0
10 +1 -1 -1 +1 -1 +1 +1 -1 -3.846913      10     0.0
11 -1 +1 +1 -1 +1 -1 -1 +1 -3.846913       6     0.0
12 -1 +1 +1 -1 +1 +1 -1 +1 -3.842175       9     0.0
13 +1 -1 -1 +1 -1 -1 +1 -1 -3.842175      14     0.0
14 +1 -1 -1 +1 -1 -1 +1 +1 -3.754521       5     0.0
15 -1 +1 +1 -1 +1 +1 -1 -1 -3.754521       7     0.0
16 -1 -1 +1 +1 +1 +1 -1 -1 -3.744553      38     0.0
17 +1 +1 -1 -1 -1 -1 +1 +1 -3.744553       9     0.0
18 -1 +1 -1 -1 +1 -1 +1 +1 -3.624252       3     0.0
19 +1 -1 +1 +1 -1 +1 -1 -1 -3.624252      15     0.0
20 -1 +1 -1 +1 +1 +1 +1 -1 -3.589309      13     0.0
21 +1 -1 +1 -1 -1 -1 -1 +1 -3.589309      15     0.0
22 +1 +1 +1 -1 -1 -1 +1 -1 -3.559427       8     0.0
23 -1 -1 -1 +1 +1 +1 -1 +1 -3.559427      11     0.0
24 -1 +1 +1 -1 -1 -1 +1 +1 -3.404653      11     0.0
25 +1 -1 -1 +1 +1 +1 -1 -1 -3.404653       9     0.0
26 -1 +1 +1 -1 +1 -1 +1 +1 -3.364337       5     0.0
27 +1 -1 -1 +1 -1 +1 -1 -1 -3.364337       3     0.0
28 -1 -1 +1 +1 -1 +1 +1 -1 -3.251152      19     0.0
29 +1 +1 -1 -1 +1 -1 -1 +1 -3.251152       5     0.0
30 -1 -1 +1 +1 -1 -1 +1 -1 -3.213771      16     0.0
31 +1 +1 -1 -1 +1 +1 -1 +1 -3.213771       1     0.0
32 +1 -1 +1 -1 -1 +1 -1 +1 -3.187863       4     0.0
33 -1 +1 -1 +1 +1 -1 +1 -1 -3.187863       3     0.0
34 -1 +1 -1 -1 +1 +1 +1 +1  -3.14759       3     0.0
35 +1 -1 +1 +1 -1 -1 -1 -1  -3.14759       5     0.0
36 -1 +1 -1 +1 -1 +1 +1 -1 -3.108063      11     0.0
37 +1 -1 +1 -1 +1 -1 -1 +1 -3.108063       5     0.0
38 -1 +1 +1 +1 -1 -1 +1 -1 -2.956237       4     0.0
39 -1 +1 +1 -1 -1 -1 +1 -1 -2.793197       1     0.0
40 +1 -1 -1 +1 +1 +1 -1 +1 -2.793197       1     0.0
41 -1 -1 +1 +1 +1 -1 +1 -1 -2.702534       3     0.0
42 -1 +1 +1 -1 +1 -1 -1 -1 -2.497276       1     0.0
43 +1 -1 -1 +1 -1 +1 +1 +1 -2.497276       2     0.0
44 -1 -1 -1 +1 -1 +1 +1 +1 -2.486654       1     0.0
45 +1 +1 +1 -1 +1 -1 -1 -1 -2.486654       1     0.0
46 -1 -1 -1 +1 +1 +1 +1 -1 -2.457737       1     0.0
47 -1 +1 +1 +1 +1 -1 +1 -1 -2.346294       1     0.0
48 +1 +1 -1 +1 -1 +1 -1 -1   -2.3112       1     0.0
49 +1 +1 -1 +1 +1 +1 -1 -1 -2.252812       4     0.0
50 +1 +1 +1 -1 -1 -1 +1 +1 -2.212376       1     0.0
51 -1 +1 -1 +1 -1 +1 +1 +1 -2.207552       1     0.0
52 +1 -1 -1 -1 -1 -1 +1 +1 -2.099635       1     0.0
53 +1 -1 +1 -1 +1 -1 +1 -1 -1.872725       1     0.0
54 +1 +1 -1 +1 +1 -1 +1 -1 -1.819874       1     0.0
55 +1 -1 +1 +1 +1 +1 -1 -1  -1.69758       1     0.0
56 +1 +1 -1 -1 +1 -1 +1 -1 -1.544375       1     0.0
57 -1 +1 -1 -1 -1 +1 -1 +1 -1.090921       1     0.0
['SPIN', 58 rows, 1000 samples, 8 variables]",-5.217049351395618,0.476
3,random_weights_v8_i1.graph,28,8,1.0,"   0  1  2  3  4  5  6  7    energy num_oc.
0 -1 +1 +1 -1 -1 -1 +1 +1 -6.708341     515
1 +1 -1 -1 +1 +1 +1 -1 -1 -6.708341     485
['SPIN', 2 rows, 1000 samples, 8 variables]",-6.708341412104114,1.0,"    0  1  2  3  4  5  6  7    energy num_oc. chain_.
0  -1 +1 +1 -1 -1 -1 +1 +1 -6.708341     171     0.0
1  +1 -1 -1 +1 +1 +1 -1 -1 -6.708341     576     0.0
2  +1 +1 -1 +1 +1 -1 -1 -1  -5.71497      80     0.0
3  -1 -1 +1 -1 -1 +1 +1 +1  -5.71497      19     0.0
4  -1 -1 +1 -1 -1 -1 +1 +1  -5.67764      13     0.0
5  +1 +1 -1 +1 +1 +1 -1 -1  -5.67764      64     0.0
6  -1 -1 +1 -1 +1 -1 +1 +1 -5.051527       2     0.0
7  +1 +1 -1 +1 -1 +1 -1 -1 -5.051527      10     0.0
8  +1 +1 -1 -1 +1 +1 -1 -1 -4.812082       5     0.0
9  -1 -1 +1 +1 -1 -1 +1 +1 -4.812082       1     0.0
10 +1 -1 -1 +1 +1 -1 -1 -1 -4.682366       4     0.0
11 +1 -1 -1 -1 +1 +1 -1 -1 -4.591052       3     0.0
12 -1 -1 +1 +1 +1 -1 -1 +1  -4.39933      10     0.0
13 +1 +1 -1 -1 -1 +1 +1 -1  -4.39933       5     0.0
14 -1 +1 +1 -1 -1 +1 +1 -1 -4.353781       3     0.0
15 +1 -1 -1 +1 +1 -1 -1 +1 -4.353781      10     0.0
16 -1 +1 +1 +1 -1 -1 -1 +1 -4.135547       4     0.0
17 +1 +1 -1 -1 -1 +1 -1 -1 -4.015108       3     0.0
18 -1 +1 -1 +1 +1 -1 -1 +1 -3.875941       3     0.0
19 -1 -1 -1 +1 +1 -1 -1 +1 -3.500389       1     0.0
20 +1 +1 -1 +1 +1 -1 -1 +1 -3.322867       2     0.0
21 -1 +1 -1 +1 +1 +1 -1 -1 -3.096534       3     0.0
22 -1 +1 +1 +1 -1 -1 +1 -1 -2.766315       1     0.0
23 +1 -1 -1 +1 +1 +1 -1 +1 -2.613572       2     0.0
24 +1 +1 -1 +1 -1 -1 -1 +1 -2.568279       1     0.0
25 +1 -1 +1 -1 -1 +1 +1 +1 -2.562084       1     0.0
26 -1 +1 -1 +1 +1 -1 -1 -1 -2.562084       2     0.0
27 -1 +1 +1 +1 +1 -1 -1 -1 -1.616735       1     0.0
['SPIN', 28 rows, 1000 samples, 8 variables]",-6.708341412104114,0.747
4,random_weights_v8_i2.graph,28,8,1.0,"   0  1  2  3  4  5  6  7    energy num_oc.
0 -1 +1 -1 +1 +1 -1 +1 -1 -6.019306     489
1 +1 -1 +1 -1 -1 +1 -1 +1 -6.019306     511
['SPIN', 2 rows, 1000 samples, 8 variables]",-6.019306189310544,1.0,"    0  1  2  3  4  5  6  7    energy num_oc. chain_.
0  +1 -1 +1 -1 -1 +1 -1 +1 -6.019306     697     0.0
1  -1 +1 -1 +1 +1 -1 +1 -1 -6.019306     119     0.0
2  +1 +1 +1 -1 +1 -1 -1 +1 -4.270593      10     0.0
3  -1 -1 -1 +1 -1 +1 +1 -1 -4.270593      33     0.0
4  -1 -1 -1 -1 -1 +1 +1 +1 -4.242193       9     0.0
5  +1 +1 +1 +1 +1 -1 -1 -1 -4.242193      13     0.0
6  +1 +1 +1 -1 +1 -1 -1 -1  -4.21891       5     0.0
7  -1 -1 -1 +1 -1 +1 +1 +1  -4.21891      15     0.0
8  +1 +1 -1 +1 +1 -1 +1 -1 -4.193754       2     0.0
9  -1 -1 +1 -1 -1 +1 -1 +1 -4.193754      16     0.0
10 +1 -1 +1 -1 +1 -1 -1 +1 -4.143275       2     0.0
11 -1 +1 -1 +1 -1 +1 +1 -1 -4.143275       8     0.0
12 -1 -1 -1 +1 +1 +1 +1 -1 -4.120915      12     0.0
13 +1 +1 +1 -1 -1 -1 -1 +1 -4.120915       5     0.0
14 -1 +1 -1 -1 +1 -1 +1 -1 -4.084865       1     0.0
15 +1 -1 +1 +1 -1 +1 -1 +1 -4.084865       8     0.0
16 +1 +1 -1 -1 -1 +1 -1 +1 -4.015017       9     0.0
17 -1 +1 -1 +1 +1 +1 +1 -1 -3.906761       5     0.0
18 +1 -1 +1 -1 -1 -1 -1 +1 -3.906761       5     0.0
19 -1 -1 -1 -1 +1 +1 +1 +1 -3.872221       5     0.0
20 +1 +1 +1 +1 -1 -1 -1 -1 -3.872221       3     0.0
21 -1 -1 +1 -1 -1 +1 +1 +1 -3.640227       1     0.0
22 +1 +1 -1 +1 +1 -1 -1 -1 -3.640227       1     0.0
23 -1 +1 +1 +1 +1 -1 +1 -1 -3.507421       1     0.0
24 -1 -1 +1 +1 -1 +1 -1 +1 -3.376406       1     0.0
25 +1 +1 -1 +1 -1 +1 -1 -1 -3.273493       1     0.0
26 +1 -1 -1 -1 -1 +1 +1 +1 -3.243802       2     0.0
27 -1 -1 +1 +1 -1 +1 +1 -1 -3.152252       1     0.0
28 +1 +1 -1 -1 +1 -1 -1 +1 -3.152252       1     0.0
29 -1 -1 -1 +1 +1 -1 +1 -1 -3.055343       1     0.0
30 +1 +1 +1 -1 -1 +1 -1 +1 -3.055343       2     0.0
31 +1 +1 +1 +1 -1 -1 -1 +1 -2.978672       2     0.0
32 +1 -1 -1 +1 -1 +1 +1 -1 -2.824617       1     0.0
33 +1 +1 -1 +1 -1 -1 +1 -1 -2.395465       1     0.0
34 +1 -1 +1 -1 +1 +1 -1 +1 -2.299032       1     0.0
35 +1 +1 -1 -1 -1 +1 -1 -1 -1.849307       1     0.0
['SPIN', 36 rows, 1000 samples, 8 variables]",-6.019306189310544,0.816
5,random_weights_v8_i3.graph,28,8,1.0,"   0  1  2  3  4  5  6  7    energy num_oc.
1 +1 +1 -1 +1 +1 +1 -1 -1 -4.819632     288
5 -1 -1 +1 -1 -1 -1 +1 +1 -4.819632     287
0 +1 +1 -1 -1 +1 +1 -1 -1 -4.709221     112
2 -1 -1 +1 +1 -1 -1 +1 +1 -4.709221     133
3 -1 +1 +1 -1 -1 -1 +1 +1 -4.675041      80
4 +1 -1 -1 +1 +1 +1 -1 -1 -4.675041      93
7 -1 +1 -1 +1 +1 +1 -1 -1 -4.204271       2
8 +1 -1 +1 -1 -1 -1 +1 +1 -4.204271       3
6 -1 +1 +1 -1 +1 +1 -1 -1 -4.087871       2
['SPIN', 9 rows, 1000 samples, 8 variables]",-4.819632018638737,0.575,"    0  1  2  3  4  5  6  7    energy num_oc. chain_.
0  -1 -1 +1 -1 -1 -1 +1 +1 -4.819632     194     0.0
1  +1 +1 -1 +1 +1 +1 -1 -1 -4.819632      74     0.0
2  +1 +1 -1 -1 +1 +1 -1 -1 -4.709221      46     0.0
3  -1 -1 +1 +1 -1 -1 +1 +1 -4.709221     168     0.0
4  -1 +1 +1 -1 -1 -1 +1 +1 -4.675041     138     0.0
5  +1 -1 -1 +1 +1 +1 -1 -1 -4.675041      76     0.0
6  -1 +1 -1 +1 +1 +1 -1 -1 -4.204271      54     0.0
7  +1 -1 +1 -1 -1 -1 +1 +1 -4.204271      35     0.0
8  -1 +1 +1 -1 +1 +1 -1 -1 -4.087871      44     0.0
9  +1 -1 -1 +1 -1 -1 +1 +1 -4.087871      27     0.0
10 -1 +1 +1 -1 -1 +1 -1 +1 -3.767175      11     0.0
11 +1 -1 -1 +1 +1 -1 +1 -1 -3.767175      13     0.0
12 -1 +1 +1 +1 -1 +1 -1 -1 -3.693216      20     0.0
13 +1 -1 -1 -1 +1 -1 +1 +1 -3.693216       8     0.0
14 +1 -1 -1 -1 -1 -1 +1 +1 -3.559076       4     0.0
15 -1 +1 +1 +1 +1 +1 -1 -1 -3.559076       6     0.0
16 -1 +1 -1 -1 +1 -1 +1 -1 -3.439161      14     0.0
17 +1 -1 +1 +1 -1 +1 -1 +1 -3.439161       7     0.0
18 +1 +1 -1 +1 -1 +1 -1 -1  -3.31475       1     0.0
19 -1 -1 +1 -1 +1 -1 +1 +1  -3.31475       6     0.0
20 +1 -1 +1 +1 -1 +1 -1 -1 -3.288057       5     0.0
21 -1 +1 -1 -1 +1 -1 +1 +1 -3.288057       3     0.0
22 +1 -1 -1 +1 -1 +1 -1 +1 -3.227507       3     0.0
23 -1 +1 +1 -1 +1 -1 +1 -1 -3.227507       8     0.0
24 -1 +1 -1 -1 +1 +1 -1 -1 -3.206338       4     0.0
25 +1 -1 +1 +1 -1 -1 +1 +1 -3.206338       2     0.0
26 +1 -1 +1 -1 -1 +1 -1 +1 -3.121287       2     0.0
27 -1 +1 -1 +1 +1 -1 +1 -1 -3.121287       4     0.0
28 +1 -1 +1 +1 -1 -1 -1 +1 -3.061022       2     0.0
29 -1 +1 -1 -1 +1 +1 +1 -1 -3.061022       4     0.0
30 +1 -1 -1 +1 +1 +1 +1 -1 -2.844284       1     0.0
31 -1 -1 +1 +1 -1 +1 -1 +1 -2.711241       2     0.0
32 +1 +1 +1 -1 +1 +1 -1 -1  -2.68955       2     0.0
33 -1 +1 +1 -1 +1 -1 +1 +1 -2.659985       2     0.0
34 +1 -1 +1 +1 +1 +1 -1 -1 -2.642444       2     0.0
35 -1 -1 +1 -1 -1 +1 +1 +1 -2.480439       1     0.0
36 +1 +1 -1 +1 +1 -1 -1 -1 -2.480439       1     0.0
37 +1 +1 +1 +1 -1 +1 -1 -1  -2.42902       1     0.0
38 +1 +1 -1 -1 +1 -1 -1 -1 -2.233502       1     0.0
39 -1 -1 -1 +1 +1 -1 +1 -1 -1.994845       2     0.0
40 -1 -1 -1 +1 +1 +1 +1 -1 -1.960063       1     0.0
41 -1 -1 +1 +1 +1 -1 +1 +1  -1.55312       1   0.125
['SPIN', 42 rows, 1000 samples, 8 variables]",-4.819632018638737,0.268
